stop_name,lat,lon,time_mins,main_mode
Argüelles,40.43101,-3.71362,22.9,emt
Guzmán El Bueno - Meléndez Valdés,40.43356,-3.71342,26.433333333333334,emt
Menéndez Pelayo - Menorca,40.41981,-3.67919,27.466666666666665,emt
Ibiza - Narváez,40.41847,-3.67651,33.55,emt
Mateo Inurria,40.46693,-3.68559,22.35,emt
Menéndez Pelayo - Menorca,40.41963,-3.67937,27.95,emt
Mateo Inurria,40.4669,-3.68513,22.333333333333332,emt
Menéndez Pelayo - Sainz De Baranda,40.41692,-3.67726,29.45,emt
Avenida Del Recuerdo,40.46762,-3.68117,29.8,emt
Nunciatura,40.46739,-3.67525,30.066666666666666,emt
Avenida Del Recuerdo,40.46743,-3.68154,29.466666666666665,emt
Ibiza - Maiquez,40.4183,-3.67276,27.033333333333335,emt
Nunciatura,40.46749,-3.67517,28.333333333333332,emt
Caidos División Azul,40.46682,-3.67276,35.11666666666667,emt
Caidos División Azul,40.46651,-3.67273,34.53333333333333,emt
Metro Arturo Soria,40.4571,-3.65743,26.883333333333333,emt
Metro Arturo Soria,40.45677,-3.65755,27.3,emt
Arturo Soria - Bueso Pineda,40.45473,-3.65536,26.466666666666665,emt
Jefatura Provincial Tráfico,40.45449,-3.65547,27.166666666666668,emt
Arturo Soria - Conservatorio,40.45194,-3.65324,31.433333333333334,emt
Arturo Soria - Conservatorio,40.45093,-3.65219,33.1,emt
Hospital Universitario Vithas,40.44975,-3.65162,30.95,emt
Arturo Soria - Añastro,40.46656,-3.66579,28.666666666666668,emt
Arturo Soria - Añastro,40.46652,-3.66614,27.883333333333333,emt
Arturo Soria - Josefa Valcárcel,40.44678,-3.64905,31.4,emt
Hospital Universitario Vithas,40.44917,-3.65064,31.783333333333335,emt
Arturo Soria - López De Hoyos,40.45952,-3.66068,32.53333333333333,emt
Arturo Soria - Josefa Valcárcel,40.4471,-3.64897,30.383333333333333,emt
Arturo Soria - Juan Pérez De Zúñiga,40.4448,-3.64572,35.71666666666667,emt
Arturo Soria - Juan Pérez De Zúñiga,40.44513,-3.64564,35.3,emt
Arturo Soria - Marqués De Pico Velasco,40.44403,-3.64395,37.916666666666664,emt
Arturo Soria - Marqués De Pico Velasco,40.44426,-3.64387,37.65,emt
Arturo Soria - José Del Hierro,40.44205,-3.64128,39.93333333333333,emt
Arturo Soria - José Del Hierro,40.44124,-3.6403,37.833333333333336,emt
Arturo Soria - Añastro,40.46755,-3.66597,42.833333333333336,emt
Ciudad Lineal,40.43858,-3.63881,34.75,emt
Arturo Soria - Aleixandre,40.46411,-3.66504,40.65,emt
Arturo Soria - Gran Vía De Hortaleza,40.46107,-3.66224,38.266666666666666,emt
Ciudad Lineal,40.43876,-3.63837,33.7,emt
Vital Aza - Albasanz,40.43491,-3.63609,38.266666666666666,emt
Ciudad Lineal,40.43743,-3.63741,34.06666666666667,emt
Vital Aza - Albasanz,40.43508,-3.63575,38.0,emt
Arturo Soria - López De Hoyos,40.45916,-3.65945,42.88333333333333,emt
Ascao - Julián Camarillo,40.43257,-3.63447,35.93333333333333,emt
Ascao - Julián Camarillo,40.43252,-3.63379,37.28333333333333,emt
Castillo De Arévalo,40.42773,-3.63088,33.75,emt
Metro García Noblejas,40.42948,-3.63161,32.36666666666667,emt
Metro García Noblejas,40.42944,-3.63213,31.966666666666665,emt
Felipe II,40.42467,-3.67445,23.666666666666668,emt
Castillo De Arévalo,40.42807,-3.63073,34.18333333333333,emt
Hermanos García Noblejas - Villaescusa,40.42064,-3.62576,38.25,emt
Hermanos García Noblejas - Gandhi,40.42643,-3.62953,36.166666666666664,emt
Hermanos García Noblejas - Centro De Salud,40.42394,-3.62755,39.0,emt
Hermanos García Noblejas - Centro De Salud,40.42372,-3.62804,39.78333333333333,emt
Hermanos García Noblejas - Arcentales,40.42532,-3.62869,37.35,emt
Nicolás Salmerón - Matamorosa,40.41961,-3.63001,43.4,emt
Nicolás Salmerón - Matamorosa,40.41942,-3.6301,43.31666666666667,emt
Nicolás Salmerón - Paredes De Nava,40.41839,-3.62821,44.2,emt
Nicolás Salmerón - Paredes De Nava,40.41859,-3.62808,44.25,emt
Nicolás Salmerón - Crematorio,40.42073,-3.63217,42.38333333333333,emt
Nicolás Salmerón - Crematorio,40.42059,-3.63223,42.31666666666667,emt
Cementerio Civil,40.42169,-3.63424,34.86666666666667,emt
Cementerio Civil,40.42193,-3.63432,35.21666666666667,emt
Largo Caballero - Nicolás Salmerón,40.42305,-3.63526,32.75,emt
Duque De Pastrana,40.46806,-3.67786,25.866666666666667,emt
López De Hoyos - Cartagena,40.44315,-3.67568,21.933333333333334,emt
Quintanavides,40.49701,-3.66733,47.45,emt
Largo Caballero - Villaescusa,40.42319,-3.63273,35.43333333333333,emt
Quintanavides,40.49674,-3.66736,49.31666666666667,emt
Foresta,40.49758,-3.66965,48.583333333333336,emt
Prosperidad,40.44376,-3.6749,19.533333333333335,emt
Quintanadueñas,40.49879,-3.67002,52.7,emt
Avenida De Badajoz,40.44221,-3.65435,30.616666666666667,emt
Sagasta,40.42885,-3.69938,16.183333333333334,emt
Chueca,40.42357,-3.6987,19.466666666666665,emt
Luchana - Plaza Chamberí,40.432,-3.69868,17.633333333333333,emt
Sagasta,40.42872,-3.69961,16.05,emt
Plaza Chamberí,40.43208,-3.69815,19.5,emt
Eduardo Dato,40.43301,-3.69448,16.2,emt
Francisco De Rojas,40.43022,-3.70006,17.466666666666665,emt
Eduardo Dato,40.43274,-3.69433,18.983333333333334,emt
Rubén Darío,40.43285,-3.69216,16.45,emt
Gran Vía - Plaza De España,40.42336,-3.71049,16.5,emt
Alberto Alcocer - Padre Damián,40.45901,-3.68512,21.466666666666665,emt
Alberto Alcocer - Padre Damián,40.45863,-3.68517,24.783333333333335,emt
Alberto Alcocer - Paseo De La Habana,40.4585,-3.68234,21.216666666666665,emt
Argüelles,40.43047,-3.71524,19.966666666666665,emt
Alberto Alcocer - Paseo De La Habana,40.4588,-3.68236,21.6,emt
República Dominicana,40.45858,-3.67827,16.216666666666665,emt
República Dominicana,40.45893,-3.67833,16.833333333333332,emt
Chile,40.45837,-3.67545,15.45,emt
Costa Rica,40.45832,-3.67228,18.933333333333334,emt
José María Soler,40.45877,-3.66906,31.933333333333334,emt
José María Soler,40.45903,-3.6693,33.31666666666667,emt
Aster,40.45755,-3.66696,34.36666666666667,emt
Alfonso XIII - Alhelíes,40.45523,-3.66676,35.016666666666666,emt
Aster,40.45709,-3.6673,33.65,emt
Alfonso XIII - Alhelíes,40.45519,-3.66706,34.75,emt
Rafaela Ybarra - Centro Comercial,40.36685,-3.71243,55.1,emt
Alfonso XIII - Ramón Y Cajal,40.45319,-3.66746,35.916666666666664,emt
Alfonso XIII - Pradillo,40.45127,-3.66765,37.0,emt
Alfonso XIII - Ramón Y Cajal,40.45316,-3.6672,33.11666666666667,emt
Alfonso XIII - Pradillo,40.45098,-3.66733,37.833333333333336,emt
Alfonso XIII,40.44821,-3.6675,22.05,emt
Rubén Darío,40.43339,-3.69148,15.066666666666666,emt
Chile,40.45881,-3.67598,15.366666666666667,emt
San Nazario,40.44851,-3.66595,24.066666666666666,emt
Embajadores - Ronda De Valencia,40.40546,-3.70164,34.2,emt
Embajadores - Acacias,40.40471,-3.70427,36.63333333333333,emt
Embajadores - Acacias,40.40458,-3.70389,37.21666666666667,emt
Acacias,40.40394,-3.70711,30.65,emt
Acacias,40.40376,-3.70698,30.2,emt
Embajadores - Ronda De Valencia,40.40525,-3.70144,34.516666666666666,emt
Olmos,40.40314,-3.71005,34.4,emt
Marqués De Vadillo,40.39717,-3.71728,34.733333333333334,emt
Gaínza,40.36583,-3.71429,56.38333333333333,emt
Pirámides,40.40134,-3.71331,35.3,emt
Pirámides,40.40114,-3.71324,35.53333333333333,emt
Marqués De Vadillo,40.3972,-3.71666,34.166666666666664,emt
General Ricardos - Iglesia,40.3959,-3.71905,37.36666666666667,emt
General Ricardos - Camino Viejo Leganés,40.39371,-3.72308,35.93333333333333,emt
Urgel,40.39247,-3.72538,38.016666666666666,emt
Plaza Vista Alegre,40.3853,-3.73735,44.96666666666667,emt
Plaza Vista Alegre,40.38511,-3.7373,44.81666666666667,emt
Clarisas,40.3903,-3.72885,40.63333333333333,emt
Oporto,40.38879,-3.73121,36.8,emt
General Ricardos - Marcelino Camacho,40.38482,-3.7392,44.86666666666667,emt
Guetaria - Ordicia,40.36651,-3.71543,59.95,emt
General Ricardos - Marcelino Camacho,40.38451,-3.73965,46.05,emt
Plaza De La Palmera,40.38268,-3.74279,46.86666666666667,emt
Plaza De La Palmera,40.3826,-3.74252,47.983333333333334,emt
Colonia De La Prensa,40.37901,-3.74745,49.6,emt
Colonia De La Prensa,40.38,-3.74616,50.38333333333333,emt
General Ricardos - Eugenia De Montijo,40.38094,-3.74507,48.3,emt
General Ricardos - Eugenia De Montijo,40.38075,-3.74494,48.733333333333334,emt
Eugenia De Montijo - Fátima,40.37824,-3.74806,50.71666666666667,emt
Eugenia De Montijo - Fátima,40.37833,-3.7482,50.35,emt
Polvoranca,40.37189,-3.75455,51.45,emt
Polvoranca,40.37208,-3.75462,51.68333333333333,emt
Plaza Del Parterre,40.37576,-3.75139,52.65,emt
Ronda De Don Bosco,40.37462,-3.75338,53.8,emt
Joaquín Turina - Las Cruces,40.37224,-3.75881,57.416666666666664,emt
Joaquín Turina - Las Cruces,40.37214,-3.75907,58.016666666666666,emt
Mercado Las Águilas,40.37751,-3.76881,51.71666666666667,emt
Colonia Aviación,40.37498,-3.7653,55.61666666666667,emt
Mercado Las Águilas,40.37717,-3.76933,50.7,emt
Blas Cabrera - Rafael Finat,40.37791,-3.77239,52.233333333333334,emt
Millán Astray,40.37744,-3.76649,52.5,emt
Colonia Aviación,40.37432,-3.76549,54.666666666666664,emt
Millán Astray,40.37752,-3.76631,58.53333333333333,emt
Blas Cabrera - Rafael Finat,40.37789,-3.77267,51.6,emt
Oliva De Plasencia,40.37907,-3.77738,45.15,emt
Blas Cabrera - Oliva De Plasencia,40.37929,-3.77511,47.55,emt
Cuacos De Yuste,40.37883,-3.78015,42.36666666666667,emt
Cuacos De Yuste,40.3788,-3.78036,42.583333333333336,emt
Las Águilas - Cercanías,40.38097,-3.77987,39.65,emt
Las Águilas,40.38184,-3.77742,41.35,emt
Las Águilas - Cercanías,40.38154,-3.78046,37.86666666666667,emt
Oliva De Plasencia,40.37914,-3.77694,45.7,emt
Plaza De La Emperatriz,40.37407,-3.75107,50.85,emt
Plaza De La Emperatriz,40.37433,-3.75122,51.18333333333333,emt
San Ignacio,40.3789,-3.77455,48.88333333333333,emt
Plaza Del Parterre,40.37528,-3.75105,53.93333333333333,emt
Pirámides Cercanías,40.4024,-3.71111,32.38333333333333,emt
Plaza Del Parterre,40.37508,-3.7508,54.5,emt
Ulises - Arturo Soria,40.45604,-3.65598,25.0,emt
Olmos,40.40298,-3.70982,34.43333333333333,emt
Ulises - Arturo Soria,40.45619,-3.65596,25.416666666666668,emt
Ulises - Asura,40.45704,-3.65358,28.0,emt
Ulises - Asura,40.4572,-3.65369,28.316666666666666,emt
Moscatelar - Parma,40.45711,-3.6499,39.93333333333333,emt
Moscatelar - Milán,40.45708,-3.64734,41.11666666666667,emt
Moscatelar - Parma,40.45725,-3.64926,41.0,emt
Moscatelar - Milán,40.45732,-3.64681,31.016666666666666,emt
Plaza Del Liceo,40.45785,-3.64379,31.566666666666666,emt
Plaza Del Liceo,40.45794,-3.64398,30.5,emt
Silvano - Esperanza,40.45961,-3.64264,31.516666666666666,emt
Silvano - Alcorisa,40.46198,-3.63925,31.866666666666667,emt
Silvano - Alcorisa,40.46166,-3.64013,32.38333333333333,emt
Silvano - Esperanza,40.45962,-3.64231,32.166666666666664,emt
Silvano - El Algabeño,40.46259,-3.63752,26.816666666666666,emt
Silvano - El Algabeño,40.46278,-3.63778,27.066666666666666,emt
Camino De Santiago - Palas De Rey,40.50894,-3.6691,61.483333333333334,emt
Federico Mompou - Isabel Colbrand,40.51077,-3.67918,60.233333333333334,emt
Avenida De La Paz,40.45369,-3.66161,23.65,emt
Avenida De La Paz,40.45355,-3.6612,22.433333333333334,emt
Alfonso XIII - Ramón Y Cajal,40.45234,-3.66826,30.616666666666667,emt
Alfonso XIII - Ramón Y Cajal,40.45262,-3.66854,31.6,emt
Parque De Berlín,40.45176,-3.6771,18.016666666666666,emt
Parque De Berlín,40.45156,-3.67685,18.733333333333334,emt
República Argentina,40.44559,-3.68624,7.983333333333333,emt
República Argentina,40.4459,-3.68596,7.866666666666666,emt
Nuevos Ministerios - Joaquín Costa,40.44602,-3.69012,3.65,emt
Parque Juan Carlos I,40.46131,-3.61545,23.966666666666665,emt
Nuevos Ministerios - Joaquín Costa,40.44643,-3.69006,3.316666666666667,emt
Doctor Arce,40.44616,-3.68214,12.983333333333333,emt
Campo De Las Naciones,40.46415,-3.61674,21.35,emt
Parque Juan Carlos I,40.46146,-3.61598,23.816666666666666,emt
Velázquez - Villanueva,40.42216,-3.68421,28.833333333333332,emt
Velázquez - Joaquín Costa,40.44142,-3.68266,14.383333333333333,emt
Velázquez - Ayala,40.42761,-3.68379,24.366666666666667,emt
Velázquez - Rodríguez Marín,40.44315,-3.68251,13.566666666666666,emt
Velázquez - Goya,40.42488,-3.68402,23.666666666666668,emt
Velázquez - Ortega Y Gasset,40.43008,-3.68351,24.183333333333334,emt
Velázquez - Juan Bravo,40.4321,-3.6834,20.833333333333332,emt
Velázquez - López De Hoyos,40.43978,-3.68271,16.683333333333334,emt
Velázquez - Diego De León,40.43468,-3.6832,22.233333333333334,emt
Santa Gema,40.44741,-3.68045,20.95,emt
Príncipe De Vergara - Serrano,40.45462,-3.67783,14.3,emt
Príncipe De Vergara - Serrano,40.45438,-3.67864,15.466666666666667,emt
Plaza De Cataluña,40.44923,-3.67801,24.833333333333332,emt
Santa Gema,40.44749,-3.68087,22.333333333333332,emt
Colombia,40.45808,-3.67666,13.766666666666667,emt
Plaza De Cataluña,40.44956,-3.67762,25.8,emt
Colombia,40.45753,-3.6772,13.45,emt
República Argentina,40.44447,-3.68591,9.916666666666666,emt
Guadiana,40.44788,-3.68394,12.183333333333334,emt
Segre,40.44997,-3.68265,15.6,emt
Ramiro De Maeztu,40.44251,-3.68614,12.516666666666667,emt
Sagrados Corazones,40.45203,-3.68514,13.266666666666667,emt
Sagrados Corazones,40.45175,-3.68505,13.116666666666667,emt
Residencia De Estudiantes,40.44074,-3.68626,15.133333333333333,emt
Serrano - María De Molina,40.43833,-3.68644,15.9,emt
Serrano - Diego De León,40.43583,-3.68667,18.483333333333334,emt
Serrano - Maldonado,40.43389,-3.68682,17.283333333333335,emt
Serrano - Ortega Y Gasset,40.42962,-3.68726,19.533333333333335,emt
Metro Serrano,40.4261,-3.68791,19.816666666666666,emt
Museo Arqueológico,40.42305,-3.68844,20.8,emt
Ramón Y Cajal - Víctor De La Serna,40.45153,-3.67409,27.816666666666666,emt
Plaza De Cataluña,40.44933,-3.67947,22.566666666666666,emt
Cinca,40.45022,-3.68183,23.783333333333335,emt
Hospital San Rafael,40.4521,-3.68101,25.116666666666667,emt
Ramón Y Cajal - Gabriel Y Galán,40.45223,-3.67092,29.35,emt
Ramón Y Cajal - Víctor De La Serna,40.45186,-3.67402,21.05,emt
Ramón Y Cajal - Gabriel Y Galán,40.45245,-3.67098,30.416666666666668,emt
Padre Claret - Ramón Y Cajal,40.45254,-3.66501,32.11666666666667,emt
Hospital San Rafael,40.4522,-3.68133,26.633333333333333,emt
Padre Claret - Ramón Y Cajal,40.45258,-3.66597,33.75,emt
Silvano - José Domingo Rus,40.46261,-3.63292,29.916666666666668,emt
José Silva - Agastia,40.4549,-3.65858,26.483333333333334,emt
Silvano - José Domingo Rus,40.46281,-3.63292,29.633333333333333,emt
Pedroñeras - Silvano,40.46303,-3.62958,35.96666666666667,emt
Canillas,40.46296,-3.62974,34.9,emt
Pedroñeras - El Provencio,40.46451,-3.63006,30.75,emt
Mota Del Cuervo,40.46499,-3.63171,28.1,emt
Pedroñeras - El Provencio,40.46409,-3.63008,31.2,emt
Mota Del Cuervo,40.46479,-3.63175,28.05,emt
Hospital San Rafael,40.45155,-3.68089,26.4,emt
Motilla Del Palancar,40.46484,-3.63418,25.3,emt
Emigrantes - Carretera De Canillas,40.46579,-3.63599,22.6,emt
Motilla Del Palancar,40.46473,-3.63421,25.2,emt
Emigrantes - Tribaldos,40.46742,-3.63692,19.916666666666668,emt
Emigrantes - Carretera De Canillas,40.46576,-3.6363,22.85,emt
Hospital San Rafael,40.45188,-3.68092,25.733333333333334,emt
Emigrantes - Tribaldos,40.4673,-3.63723,20.45,emt
Ayacucho,40.47,-3.63921,18.766666666666666,emt
Ayacucho - Sandro Pertini,40.47004,-3.64193,21.8,emt
Valdetorres De Jarama - Sandro Pertini,40.47039,-3.64319,23.35,emt
Valdetorres De Jarama - Sandro Pertini,40.4703,-3.6436,23.716666666666665,emt
Valdetorres De Jarama - Ángel Luis Herrán,40.47122,-3.64508,23.816666666666666,emt
Valdetorres De Jarama - Ángel Luis Herrán,40.47095,-3.64509,23.55,emt
Valdetorres De Jarama - Rogelio Muñoz,40.47181,-3.6464,23.416666666666668,emt
Hortaleza,40.47294,-3.64942,25.3,emt
Valdetorres De Jarama - Rogelio Muñoz,40.47166,-3.64668,23.25,emt
Santos De La Humosa,40.47267,-3.64825,24.6,emt
Alonso Martínez,40.42812,-3.6951,14.316666666666666,emt
Arequipa - Mar De Cristal,40.46898,-3.63905,17.45,emt
Arequipa,40.469,-3.64079,19.333333333333332,emt
Almagro - Rubén Darío,40.43224,-3.69149,17.016666666666666,emt
Almagro - Rubén Darío,40.43249,-3.69178,16.816666666666666,emt
Almagro - Zurbano,40.43037,-3.69269,18.283333333333335,emt
Almagro,40.43017,-3.69332,26.1,emt
Arturo Soria - Julio Dánvila,40.47118,-3.66696,46.083333333333336,emt
Camino De Santiago - Valcarlos,40.49673,-3.67396,51.78333333333333,emt
Arturo Soria - Julio Dánvila,40.47101,-3.66741,47.11666666666667,emt
Ingenieros Navales,40.47319,-3.66799,48.766666666666666,emt
Ingenieros Navales,40.47325,-3.66753,47.416666666666664,emt
San Luis - Mesena,40.47498,-3.6659,35.36666666666667,emt
San Luis - Mesena,40.47475,-3.66583,50.166666666666664,emt
San Luis - Arturo Soria,40.47546,-3.66772,49.166666666666664,emt
San Luis - Arturo Soria,40.4758,-3.66792,49.233333333333334,emt
San Luis - Almanzora,40.47389,-3.66293,34.93333333333333,emt
Almanzora - Bacares,40.47555,-3.66079,32.56666666666667,emt
San Luis - Almanzora,40.474,-3.66317,35.166666666666664,emt
Alicún,40.47915,-3.65937,34.833333333333336,emt
Almanzora,40.47695,-3.65882,54.61666666666667,emt
Vélez Rubio,40.47818,-3.66114,35.483333333333334,emt
Manoteras,40.47635,-3.66239,30.666666666666668,emt
Príncipe De Vergara - Serrano,40.45386,-3.67718,14.683333333333334,emt
Príncipe De Vergara - Serrano,40.45414,-3.67746,14.9,emt
Concha Espina,40.45239,-3.67764,17.45,emt
Almanzora - Bacares,40.47547,-3.66127,31.783333333333335,emt
Cuartel De La Marina,40.47507,-3.66846,50.81666666666667,emt
Almagro - Alonso Martínez,40.42847,-3.69512,14.716666666666667,emt
Fernández De Los Ríos - Hilarión Eslava,40.43547,-3.7169,22.216666666666665,emt
Guzmán El Bueno - Fernández De Los Ríos,40.43532,-3.71345,26.0,emt
Galileo,40.43509,-3.70904,33.166666666666664,emt
Iglesia,40.43464,-3.69974,23.283333333333335,emt
Eloy Gonzalo,40.43417,-3.70286,20.883333333333333,emt
Martínez Campos,40.43497,-3.69606,20.45,emt
Iglesia,40.43486,-3.69983,23.616666666666667,emt
Miguel Ángel,40.4351,-3.69054,14.15,emt
Emilio Castelar,40.43534,-3.69002,13.583333333333334,emt
Martínez Campos,40.43525,-3.69526,19.366666666666667,emt
Serrano - María De Molina,40.43799,-3.68665,16.983333333333334,emt
Doctor Arce,40.44603,-3.68329,11.25,emt
Plaza Del Perú,40.46062,-3.67684,17.983333333333334,emt
López De Hoyos - Velázquez,40.43847,-3.68387,19.266666666666666,emt
General Oráa - Emilio Castelar,40.4359,-3.68803,15.583333333333334,emt
Quevedo,40.43409,-3.70312,20.333333333333332,emt
Arapiles,40.43392,-3.70594,20.916666666666668,emt
Moncloa,40.43457,-3.71703,21.816666666666666,emt
Mercado Vallehermoso,40.43417,-3.70924,24.616666666666667,emt
Guzmán El Bueno - Fernando El Católico,40.43436,-3.71291,26.2,emt
Plaza Mayor,40.41388,-3.70689,26.983333333333334,emt
La Latina,40.41155,-3.70837,28.95,emt
La Latina,40.41182,-3.70794,27.266666666666666,emt
Toledo - Humilladero,40.40885,-3.7105,30.833333333333332,emt
Toledo - Humilladero,40.40958,-3.70973,29.966666666666665,emt
Puerta De Toledo,40.4066,-3.71269,30.983333333333334,emt
Imperial - Pontones,40.40472,-3.71549,34.68333333333333,emt
Imperial - Pontones,40.40491,-3.71563,34.9,emt
Polideportivo Gallur,40.39839,-3.73491,44.03333333333333,emt
Puente San Isidro - Pontones,40.40423,-3.71989,43.43333333333333,emt
Vía Carpetana - Caramuel,40.40185,-3.73009,42.38333333333333,emt
Polideportivo Gallur,40.39819,-3.73547,44.666666666666664,emt
Vía Carpetana - Caramuel,40.40172,-3.73088,40.5,emt
Puente San Isidro - Pontones,40.40399,-3.71988,42.333333333333336,emt
Puente San Isidro - Ermita Del Santo,40.40384,-3.72465,40.13333333333333,emt
Arapiles,40.43487,-3.70491,33.03333333333333,emt
Vía Carpetana - Centro De Salud,40.39656,-3.73755,45.1,emt
Vía Carpetana - Centro De Salud,40.39617,-3.73757,44.583333333333336,emt
Vía Carpetana - La Campana,40.39455,-3.73907,41.583333333333336,emt
Vía Carpetana - Laguna,40.39175,-3.74266,40.36666666666667,emt
Metro Vía Carpetana,40.39374,-3.74017,39.85,emt
Vía Carpetana - Laguna,40.39222,-3.74174,39.2,emt
Vía Carpetana - Casimiro Escudero,40.38978,-3.74414,41.85,emt
Carabanchel Alto - La Peseta,40.3621,-3.75433,56.6,emt
Ocaña,40.3852,-3.7537,41.93333333333333,emt
Ocaña - Camarena,40.38429,-3.75801,40.55,emt
Ocaña - Camarena,40.38442,-3.75793,41.71666666666667,emt
Ocaña,40.38554,-3.75314,41.55,emt
Bravo Murillo - María Zayas,40.45886,-3.70053,27.033333333333335,emt
Ocaña - Intercambiador De Aluche,40.38545,-3.75935,38.7,emt
Intercambiador De Aluche,40.38632,-3.76102,38.233333333333334,emt
Hermanos De Pablo,40.43903,-3.64808,31.516666666666666,emt
Rafael Finat - Avenida De Las Águilas,40.38367,-3.76525,43.43333333333333,emt
Rafael Finat - Avenida De Las Águilas,40.38386,-3.76444,42.4,emt
Rafael Finat - Valle Inclán,40.38154,-3.76751,47.18333333333333,emt
Rafael Finat - Valle Inclán,40.38155,-3.7678,47.36666666666667,emt
Rafael Finat - José De Cadalso,40.37895,-3.77082,54.4,emt
Rafael Finat - José De Cadalso,40.37912,-3.77028,53.53333333333333,emt
Blas Cabrera - Oliva De Plasencia,40.37958,-3.77463,47.71666666666667,emt
Carabanchel - Hospital Militar,40.3877,-3.74427,41.81666666666667,emt
Guabairo,40.38509,-3.74599,44.36666666666667,emt
Fátima - Nuestra Señora De La Luz,40.38453,-3.74767,43.03333333333333,emt
Blas Cabrera - Avenida De Las Águilas,40.38183,-3.77541,43.8,emt
Blas Cabrera - Avenida De Las Águilas,40.38178,-3.77554,43.6,emt
Blas Cabrera - Oliva De Plasencia,40.37879,-3.7742,49.483333333333334,emt
Vidauba - Damasquillo,40.38366,-3.76403,42.88333333333333,emt
Vía Carpetana - Ermita Del Santo,40.40539,-3.72511,38.88333333333333,emt
Puerta De Toledo,40.40585,-3.71173,29.65,emt
Puerta De Toledo,40.40612,-3.71214,30.033333333333335,emt
Vidauba,40.38151,-3.76316,45.1,emt
Templo De Debod,40.42576,-3.71877,27.883333333333333,emt
Jardines De Sabatini,40.42148,-3.71427,21.95,emt
Príncipe Pío,40.42016,-3.71909,22.116666666666667,emt
Príncipe Pío - Campo Del Moro,40.41938,-3.72036,22.516666666666666,emt
Cuesta De San Vicente,40.42051,-3.71634,24.6,emt
Ermita Virgen Del Puerto,40.41673,-3.72081,26.283333333333335,emt
Príncipe Pío,40.42046,-3.71942,21.3,emt
Príncipe Pío - Campo Del Moro,40.41938,-3.72002,22.35,emt
Puente De Segovia,40.4145,-3.72071,28.0,emt
Puente De Segovia,40.41454,-3.72102,26.666666666666668,emt
Blas Cabrera - Casuarina,40.37845,-3.765,52.733333333333334,emt
Ermita Del Santo - Centro Comercial,40.40824,-3.72407,35.55,emt
Ermita Del Santo - Centro Comercial,40.40816,-3.72384,35.6,emt
Vía Carpetana - Ermita Del Santo,40.40587,-3.72473,36.86666666666667,emt
Vía Carpetana - Ermita Del Santo,40.40634,-3.72445,37.833333333333336,emt
Centro Servicios Sociales Gallur,40.39811,-3.74015,39.13333333333333,emt
Polideportivo Gallur,40.3985,-3.73562,43.21666666666667,emt
Los Cármenes,40.39523,-3.74409,37.78333333333333,emt
Los Cármenes,40.3954,-3.74427,37.56666666666667,emt
Gallur,40.3969,-3.74199,39.583333333333336,emt
Duquesa De Parcent,40.39556,-3.74776,41.06666666666667,emt
Duquesa De Parcent,40.39538,-3.7476,40.95,emt
Duquesa De Parcent - Cuart De Poblet,40.39597,-3.7513,41.95,emt
Duquesa De Parcent - Cuart De Poblet,40.39581,-3.75128,42.35,emt
La Fortuna - Joaquín Turina,40.37271,-3.76586,57.36666666666667,emt
Camarena - Illescas,40.39231,-3.75578,48.18333333333333,emt
Camarena - Illescas,40.39231,-3.75564,48.18333333333333,emt
Illescas - Valmojado,40.39234,-3.75772,46.9,emt
La Peseta - La Fortuna,40.36945,-3.766,58.5,emt
Illescas - Valmojado,40.39249,-3.75801,47.28333333333333,emt
Illescas - Tembleque,40.39306,-3.76108,46.31666666666667,emt
Illescas - Tembleque,40.39285,-3.76094,45.233333333333334,emt
Illescas - Escalona,40.39595,-3.7645,38.06666666666667,emt
Illescas - Escalona,40.39579,-3.76452,37.9,emt
Seseña - Centro De Salud,40.39708,-3.76553,37.3,emt
Valvanera - Laguna,40.39402,-3.74237,39.733333333333334,emt
La Peseta - Valle Del Boi,40.36566,-3.76388,60.766666666666666,emt
La Peseta - Pinar De San José,40.36339,-3.76249,58.983333333333334,emt
Granaderos,40.38259,-3.79159,42.06666666666667,emt
Dehesa Príncipe,40.37724,-3.79794,45.46666666666667,emt
Avenida De La Aviación - Medina Del Campo,40.38116,-3.78685,40.78333333333333,emt
Base Aérea Cuatro Vientos,40.3781,-3.78373,42.53333333333333,emt
Arqueros,40.3805,-3.79433,41.36666666666667,emt
Base Aérea Cuatro Vientos,40.3779,-3.78381,42.666666666666664,emt
Avenida De La Aviación - Medina Del Campo,40.38138,-3.78673,37.233333333333334,emt
Carabanchel Alto - La Peseta,40.36249,-3.75466,55.7,emt
Avenida De La Aviación - Sinfonía,40.37477,-3.77635,49.483333333333334,emt
Rafael Finat - Osa De La Vega,40.37522,-3.77293,54.25,emt
Avenida De La Aviación - Valle Inclán,40.37484,-3.77578,49.916666666666664,emt
Rafael Finat - Osa De La Vega,40.37534,-3.77309,54.13333333333333,emt
Avenida De Las Águilas - José De Cadalso,40.38291,-3.77148,53.833333333333336,emt
Maestra Justa Freire - P. Aluche Cercanías,40.38365,-3.76808,46.18333333333333,emt
Avenida De Las Águilas - José De Cadalso,40.38292,-3.77226,47.11666666666667,emt
Maestra Justa Freire - P. Aluche Cercanías,40.38383,-3.76813,46.7,emt
Intercambiador De Aluche,40.38536,-3.76117,37.733333333333334,emt
Intercambiador De Aluche,40.38477,-3.76087,38.05,emt
